sample_id_canonical	biosample_accession	assembly_accession	sra_run_accession	country_iso3	year	mlst_st	phylo_lineage	prn_call_initial	prn_mechanism_call	prn_call_confidence	prn_event_id	prn_query_cov_pct	prn_best_single_cov_pct	prn_hsp_n	bp_category	insertion_subject_gap_bp	is_element_best_hit	is_element_best_hit_pident	is_element_best_hit_qcov	read_validation_status	read_validation_support	evidence_flags	notes
SAMEA751405	SAMEA751405	GCA_001203235.1		AUS	2000	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.35	64.62	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751407	SAMEA751407	GCA_001332695.1		USA	2002	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	91.73	33.41	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751409	SAMEA751409	GCA_001332715.1		FRA	2002	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751411	SAMEA751411	GCA_001206935.1		FRA	2004	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.28	64.54	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751413	SAMEA751413	GCA_001202575.1		FRA	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.47	64.32	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751415	SAMEA751415	GCA_001332735.1		FRA	2005	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751417	SAMEA751417	GCA_001196575.1		FRA	2007	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.78	64.54	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751421	SAMEA751421	GCA_001198955.1		AUS	1998	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.24	64.51	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751423	SAMEA751423	GCA_001332755.1		GBR	2004	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.61	64.65	4	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751424	SAMEA751424	GCA_001332775.1		GBR	1949	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.02	64.51	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751425	SAMEA751425	GCA_001332795.1		GBR	1947	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.10	64.43	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751426	SAMEA751426	GCA_001207655.1		CAN	2001	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.65	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751428	SAMEA751428	GCA_001332815.1		CAN	2005	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	5.09	0.73	11						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751429	SAMEA751429	GCA_001201995.1		CAN	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.34	64.76	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751430	SAMEA751430	GCA_001332835.1		GBR	1946	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751431	SAMEA751431	GCA_001332855.1		GBR	1942	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.35	64.62	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751432	SAMEA751432	GCA_001332875.1		GBR	1920	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.19	64.62	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751433	SAMEA751433	GCA_001332895.1		CAN	2002	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751434	SAMEA751434	GCA_001332915.1		USA	1978	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	99.78	63.48	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751435	SAMEA751435	GCA_001201375.1		TWN	2005	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	91.73	33.88	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751437	SAMEA751437	GCA_001211165.1		TWN	2003	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	90.74	64.43	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751438	SAMEA751438	GCA_001332935.1		TWN	2000	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	20.49	1.90	30						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751439	SAMEA751439	GCA_001332955.1		TWN	2000	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	31.25	14.45	24						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751440	SAMEA751440	GCA_001332975.1		TWN	1999	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	28.43	11.75	23						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751441	SAMEA751441	GCA_001332995.1		TWN	1999	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	17.93	1.68	28						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751442	SAMEA751442	GCA_001333015.1		TWN	2003	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	20.53	1.72	32						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751443	SAMEA751443	GCA_001203895.1		TWN	1999	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	16.21	1.87	26						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751444	SAMEA751444	GCA_001203155.1		TWN	1998	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	20.31	1.72	32						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751445	SAMEA751445	GCA_001206915.1		TWN	1998	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	14.12	1.94	21						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751446	SAMEA751446	GCA_001333035.1		TWN	1997	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751447	SAMEA751447	GCA_001333055.1		JPN	1991	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.24	64.47	6	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751448	SAMEA751448	GCA_001194565.1		JPN	1991	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751449	SAMEA751449	GCA_001333075.1		ITA	1994	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.50	65.50	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751450	SAMEA751450	GCA_001333095.1		ITA	1994	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	91.95	33.88	9						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751451	SAMEA751451	GCA_001207095.1		JPN	1988	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.21	64.51	8	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751452	SAMEA751452	GCA_001209845.1		ITA	1995	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.21	64.54	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751453	SAMEA751453	GCA_001197455.1		ITA	1994	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.76	64.18	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751454	SAMEA751454	GCA_001333115.1		TWN	2005	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	98.46	35.64	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751455	SAMEA751455	GCA_001333135.1		CAN	2001	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.47	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751456	SAMEA751456	GCA_001200095.1		TWN	2006	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	98.21	64.98	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751457	SAMEA751457	GCA_001211005.1		TWN	2005	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751458	SAMEA751458	GCA_001333155.1		TWN	2003	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.21	34.25	5	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751459	SAMEA751459	GCA_001333175.1		AUS	2007	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	35.86	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751460	SAMEA751460	GCA_001333195.1		TWN	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.08	64.51	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751461	SAMEA751461	GCA_001333215.1		CAN	2001	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751462	SAMEA751462	GCA_001333235.1		GBR	1983	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751463	SAMEA751463	GCA_001333255.1		GBR	1998	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751464	SAMEA751464	GCA_001333275.1		GBR	2001	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751465	SAMEA751465	GCA_001333295.1		GBR	2003	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.57	65.02	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751466	SAMEA751466	GCA_001211985.1		TWN	2007	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751467	SAMEA751467	GCA_001200735.1		TWN	2006	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751468	SAMEA751468	GCA_001333315.1		GBR	1982	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.38	64.84	9						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751469	SAMEA751469	GCA_001333335.1		GBR	1982	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751470	SAMEA751470	GCA_001203115.1		AUS	1997	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751471	SAMEA751471	GCA_001333355.1		AUS	2006	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751472	SAMEA751472	GCA_001195265.1		AUS	1995	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.83	64.32	3	fragmented_contigs	0				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751473	SAMEA751473	GCA_001333375.1		AUS	1995	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	97.37	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751474	SAMEA751474	GCA_001333395.1		AUS	2002	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751475	SAMEA751475	GCA_001198375.1		AUS	2000	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751476	SAMEA751476	GCA_900067715.2		AUS	2004	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751477	SAMEA751477	GCA_001196975.1		AUS	2004	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751478	SAMEA751478	GCA_001333415.1		GBR	1967	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.32	64.62	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751479	SAMEA751479	GCA_001333435.1		AUS	1989	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.62	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751480	SAMEA751480	GCA_001333455.1		AUS	2007	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	89.94	60.30	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751481	SAMEA751481	GCA_001333475.1		GBR	1979	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.19	64.62	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751482	SAMEA751482	GCA_001333495.1		ARG	1969	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.65	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751484	SAMEA751484	GCA_001333515.1		NLD	1954	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751485	SAMEA751485	GCA_001210485.1		JPN	2004	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	83.50	30.11	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751486	SAMEA751486	GCA_001333535.1		JPN	2004	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.10	64.51	3	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751487	SAMEA751487	GCA_001201595.1		JPN	2002	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	92.76	64.18	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751488	SAMEA751488	GCA_001333555.1		JPN	2003	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.17	64.51	7	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751489	SAMEA751489	GCA_001194225.1		JPN	1999	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751490	SAMEA751490	GCA_001333575.1		JPN	2001	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.08	64.51	6						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751491	SAMEA751491	GCA_001211945.1		JPN	1998	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	94.62	64.51	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751492	SAMEA751492	GCA_001333595.1		JPN	1999	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.54	64.58	4	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751493	SAMEA751493	GCA_001333615.1		JPN	1995	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751494	SAMEA751494	GCA_001209065.1		TWN	2007	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	98.02	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751496	SAMEA751496	GCA_001333635.1		ITA	1994	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.68	64.32	7	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751497	SAMEA751497	GCA_001207695.1		ITA	1994	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751498	SAMEA751498	GCA_001333655.1		ITA	1994	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.93	64.51	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751499	SAMEA751499	GCA_001333675.1		AUS	1982	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	90.60	35.27	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751500	SAMEA751500	GCA_001333695.1		AUS	1996	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751501	SAMEA751501	GCA_001333715.1		AUS	1989	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.08	64.51	7						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751502	SAMEA751502	GCA_001193855.1		AUS	1998	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	96.27	64.54	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751503	SAMEA751503	GCA_001192115.1		TWN	1992	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.85	34.98	8						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751504	SAMEA751504	GCA_001333735.1		TWN	2003	NA		low_coverage	insufficient_data	rule_low	prn_evt_insufficient__low_coverage	20.67	1.68	31						not_run	not_evaluated	unknown_prn_initial_call	confidence_is_pre_prn04_rule_tier
SAMEA751505	SAMEA751505	GCA_001333755.1		NLD	1952	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751506	SAMEA751506	GCA_001198715.1		AUS	2002	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	98.24	64.62	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751507	SAMEA751507	GCA_001208145.1		AUS		NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	98.06	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751508	SAMEA751508	GCA_001210185.1		AUS	1971	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751509	SAMEA751509	GCA_001193155.1		AUS	1971	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.54	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751510	SAMEA751510	GCA_001333775.1		AUS	1997	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751511	SAMEA751511	GCA_001203935.1		AUS	1977	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751512	SAMEA751512	GCA_001333795.1		AUS	1977	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751513	SAMEA751513	GCA_001333815.1		AUS	1974	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751514	SAMEA751514	GCA_001212045.1		AUS	1989	NA		partial	insufficient_data	rule_low	prn_evt_insufficient__partial	93.93	64.43	5						not_run	not_evaluated	no_step4_structural_upgrade;partial_prn_call	confidence_is_pre_prn04_rule_tier
SAMEA751515	SAMEA751515	GCA_001333835.1		AUS	1997	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.40	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751516	SAMEA751516	GCA_001333855.1		ARG		NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.62	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751517	SAMEA751517	GCA_001333875.1		ARG	2003	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.54	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751518	SAMEA751518	GCA_001333895.1		ARG	2006	NA		intact	intact	rule_high	prn_evt_intact	100.00	100.00	1						not_run	not_evaluated	prn_intact_call	confidence_is_pre_prn04_rule_tier
SAMEA751519	SAMEA751519	GCA_001202455.1		ARG	2007	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.29	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751520	SAMEA751520	GCA_001333915.1		AUS	1989	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751521	SAMEA751521	GCA_001333935.1		AUS	1990	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	95.35	64.51	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
SAMEA751522	SAMEA751522	GCA_001205915.1		JPN	1996	NA		disrupted_multi_hsp	uncertain_fragmented_assembly	rule_low	prn_evt_fragmented_contigs	100.00	64.65	2	fragmented_contigs	NA				not_run	not_evaluated	bp_fragmentation_signal;disrupted_multi_hsp	confidence_is_pre_prn04_rule_tier
