analysis_layer	family_key	family_label	plot_group	display_order	sample_id_canonical	parent_sample_id	prn_event_id	prn_mechanism_call	read_validation_status	read_support_class	targeted_locus_assembly_status	recovery_plan_status	recovery_run_compatibility	recovery_library_layout	recovery_instrument_platform	recovery_download_strategy	followup_class	recommended_action	status_bucket	compatibility_state	count_in_total_denominator	count_in_resolved_denominator	count_as_recovered	count_as_true_nonrecovery	count_as_compatibility_excluded	downsample_fraction_label	downsample_fraction	downsample_replicate	downsample_seed	downsample_n_read_pairs_total	downsample_n_read_pairs_retained	downsample_n_bam_records_retained	downsample_reads_1_path	downsample_reads_2_path	downsample_bam_path	validation_method	validator_version	source_notes	validation_notes	run_status	source_file	notes
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN42391129		prn_evt_other_disruption__insertion_like__gap1045	coding_disrupted_other	unresolved	not_run	assembly_event_called	linked_incompatible_run_current_short_read_validator	not_illumina	PAIRED	PACBIO_SMRT	skip_incompatible	linked_incompatible_run_current_short_read_validator	retain as a separate long-read/nonpaired follow-up track; current ISMapper/panISa workflow assumes paired Illumina and should not be forced onto this run	compatibility_excluded	linked_incompatible_run_current_short_read_validator	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_incompatible_run_current_short_read_validator
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12108514		prn_evt_other_disruption__insertion_like__gap1042	coding_disrupted_other	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1099688,1099731	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN42391132		prn_evt_other_disruption__insertion_like__gap1042	coding_disrupted_other	unresolved	not_run	assembly_event_called	linked_incompatible_run_current_short_read_validator	not_illumina	PAIRED	PACBIO_SMRT	skip_incompatible	linked_incompatible_run_current_short_read_validator	retain as a separate long-read/nonpaired follow-up track; current ISMapper/panISa workflow assumes paired Illumina and should not be forced onto this run	compatibility_excluded	linked_incompatible_run_current_short_read_validator	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_incompatible_run_current_short_read_validator
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12108524		prn_evt_other_disruption__insertion_like__gap1041	coding_disrupted_other	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=3;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12392419		prn_evt_other_disruption__insertion_like__gap1041	coding_disrupted_other	supported_candidate	is481_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=ismapper,IS481,1099678,1099735	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12523735		prn_evt_other_disruption__insertion_like__gap1042	coding_disrupted_other	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=3;primary_hit=ismapper,IS481,1099688,1099736	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12305712		prn_evt_other_disruption__insertion_like__gap1041	coding_disrupted_other	supported_candidate	is481_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1099688,1099790	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12305717		prn_evt_other_disruption__insertion_like__gap1042	coding_disrupted_other	supported_candidate	is481_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=ismapper,IS481,1099685,1099806	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12912197		prn_evt_other_disruption__insertion_like__gap1042	coding_disrupted_other	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=3;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	other_insertion_like	Other insertion-like disruptions	primary	3	SAMN12523761		prn_evt_other_disruption__insertion_like__gap1041	coding_disrupted_other	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=insertion_like_without_supported_is	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_low;evidence_flags=bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;no_supported_is_hit;upstream_notes=prn04_rule=insertion_like_without_supported_is;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=3;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	minor_is481	Minor IS481 architecture	context	4	SAMN11539676		prn_evt_coding_disrupted_is481__is481__gap1042	coding_disrupted_is481	supported_candidate	is481_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_moderate	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;moderate_is_hit;upstream_notes=prn04_rule=is481_supported_moderate;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=ismapper,IS481,1099688,1099808	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	rearrangement_family	Rearrangement family	primary	2	SAMN03854490		prn_evt_rearrangement__within_contig__cov58	coding_disrupted_inversion_or_rearrangement	supported_concordant	is481_ismapper_panisa	assembly_event_called	recoverable_paired_illumina	paired_illumina_fastq	PAIRED	ILLUMINA	ena_fastq	read_backed_or_candidate_available	retain_as_read_supported_or_candidate; optional junction polish only if this sample anchors a major origin package	recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	step3_source_accession=GCF_001985765.1;prn04_rule=within_contig_split_alignment	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp;mapped_from_legacy_mirror_or_alt_accession;upstream_notes=step3_source_accession=GCF_001985765.1;prn04_rule=within_contig_split_alignment;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	rearrangement_family	Rearrangement family	primary	2	SAMN42391104		prn_evt_rearrangement__within_contig__cov91	coding_disrupted_inversion_or_rearrangement	unresolved	not_run	assembly_event_called	linked_incompatible_run_current_short_read_validator	not_illumina	PAIRED	PACBIO_SMRT	skip_incompatible	linked_incompatible_run_current_short_read_validator	retain as a separate long-read/nonpaired follow-up track; current ISMapper/panISa workflow assumes paired Illumina and should not be forced onto this run	compatibility_excluded	linked_incompatible_run_current_short_read_validator	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=within_contig_split_alignment	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp;upstream_notes=prn04_rule=within_contig_split_alignment;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_incompatible_run_current_short_read_validator
empirical	rearrangement_family	Rearrangement family	primary	2	SAMN12585515		prn_evt_rearrangement__within_contig__cov58	coding_disrupted_inversion_or_rearrangement	supported_candidate	is1002_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=within_contig_split_alignment	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp;upstream_notes=prn04_rule=within_contig_split_alignment;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS1002,-1,3531687	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	rearrangement_family	Rearrangement family	primary	2	SAMN03249363		prn_evt_rearrangement__within_contig__cov91	coding_disrupted_inversion_or_rearrangement	supported_concordant	is481_ismapper_panisa	assembly_event_called	recoverable_paired_illumina	paired_illumina_fastq	PAIRED	ILLUMINA	ena_fastq	read_backed_or_candidate_available	retain_as_read_supported_or_candidate; optional junction polish only if this sample anchors a major origin package	recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=within_contig_split_alignment	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp;upstream_notes=prn04_rule=within_contig_split_alignment;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1098329,1098335	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	rearrangement_family	Rearrangement family	primary	2	SAMN03249368		prn_evt_rearrangement__within_contig__cov91	coding_disrupted_inversion_or_rearrangement	supported_concordant	is481_ismapper_panisa	assembly_event_called	recoverable_paired_illumina	paired_illumina_fastq	PAIRED	ILLUMINA	ena_fastq	read_backed_or_candidate_available	retain_as_read_supported_or_candidate; optional junction polish only if this sample anchors a major origin package	recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=within_contig_split_alignment	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp;upstream_notes=prn04_rule=within_contig_split_alignment;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1098329,1098335	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	rearrangement_family	Rearrangement family	primary	2	SAMN03455361		prn_evt_rearrangement__within_contig__cov91	coding_disrupted_inversion_or_rearrangement	supported_concordant	is481_ismapper_panisa	assembly_event_called	recoverable_paired_illumina	paired_illumina_fastq	PAIRED	ILLUMINA	ena_fastq	read_backed_or_candidate_available	retain_as_read_supported_or_candidate; optional junction polish only if this sample anchors a major origin package	recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	step3_source_accession=GCF_001985525.1;prn04_rule=within_contig_split_alignment	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_moderate;evidence_flags=bp_opposite_strand_or_complex;bp_within_contig;disrupted_multi_hsp;mapped_from_legacy_mirror_or_alt_accession;upstream_notes=step3_source_accession=GCF_001985525.1;prn04_rule=within_contig_split_alignment;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=panisa,IS481,1098330,1098335	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported_concordant	is481_ismapper_panisa	assembly_event_called	recoverable_paired_illumina	paired_illumina_fastq	PAIRED	ILLUMINA	ena_fastq	read_backed_or_candidate_available	retain_as_read_supported_or_candidate; optional junction polish only if this sample anchors a major origin package	recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN12385804		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit;upstream_notes=prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN42391103		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	unresolved	not_run	assembly_event_called	linked_incompatible_run_current_short_read_validator	not_illumina	PAIRED	PACBIO_SMRT	skip_incompatible	linked_incompatible_run_current_short_read_validator	retain as a separate long-read/nonpaired follow-up track; current ISMapper/panISa workflow assumes paired Illumina and should not be forced onto this run	compatibility_excluded	linked_incompatible_run_current_short_read_validator	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit;upstream_notes=prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_incompatible_run_current_short_read_validator
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMD01593374		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported_candidate	is481_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=ENA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit;upstream_notes=prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1098335,1098338	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN04383571		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	step3_source_accession=GCF_001988795.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001988795.1;prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1099682,1099688	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
