analysis_id	tree_tip_label	sample_id_canonical	assembly_accession	prn_state	prn_mechanism_call	prn_event_id	country_iso3	year	selection_roles	nearest_to_disrupted_tip_count	nearest_neighbor_min_rank	nearest_neighbor_min_distance	source_disrupted_tip_examples	is_public_longread_or_hybrid	read_accessions
full_manifest_proxy_k3_neighborhood	SAMN03702690	SAMN03702690	GCA_001988015.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070808
full_manifest_proxy_k3_neighborhood	SAMN03854490	SAMN03854490	GCA_001985765.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2009	disrupted_target					True	SRR5070778;SRR5070786;SRR5829684;SRR5829685;SRR5829688
full_manifest_proxy_k3_neighborhood	SAMN03854491	SAMN03854491	GCA_001985785.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	4	2	0.02024574	SAMN03455365;SAMN03702657;SAMN03854499;SAMN04383602	True	SRR5070911;SRR5070936;SRR5829718;SRR5829723
full_manifest_proxy_k3_neighborhood	SAMN03854492	SAMN03854492	GCA_001985805.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	5	1	0.01992716	SAMN03216666;SAMN04221199;SAMN04383599;SAMN10176220;SAMN11822270	True	SRR5070771;SRR5071005;SRR5852284;SRR5852286
full_manifest_proxy_k3_neighborhood	SAMN03854494	SAMN03854494	GCA_001985845.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5070711;SRR5070930;SRR5851808;SRR5851812;SRR5851819
full_manifest_proxy_k3_neighborhood	SAMN03854497	SAMN03854497	GCA_001985905.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5070792;SRR5071043;SRR5851465;SRR5851476
full_manifest_proxy_k3_neighborhood	SAMN03854498	SAMN03854498	GCA_001985925.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5070706;SRR5070898;SRR5851472;SRR5851475
full_manifest_proxy_k3_neighborhood	SAMN03854499	SAMN03854499	GCA_001985945.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5071008;SRR5902571;SRR5902572
full_manifest_proxy_k3_neighborhood	SAMN03854500	SAMN03854500	GCA_001985965.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070895
full_manifest_proxy_k3_neighborhood	SAMN03854501	SAMN03854501	GCA_001985985.1	intact	intact	prn_evt_intact			nearest_intact_neighbor	2	2	0.02190860	SAMN05716054;SAMN08524458	True	SRR5070857
full_manifest_proxy_k3_neighborhood	SAMN03877216	SAMN03877216	GCA_001687385.1	intact	intact	prn_evt_intact	USA	1939	nearest_intact_neighbor	1	2	0.02439992	SAMN42391132	True	SRR5070896;SRR5070905;SRR5825963;SRR5825966
full_manifest_proxy_k3_neighborhood	SAMN03877217	SAMN03877217	GCA_001986005.1	intact	intact	prn_evt_intact	USA	2004	nearest_intact_neighbor	1	1	0.01857930	SAMN14488294	True	SRR5070709;SRR5071058;SRR5829560;SRR5829564;SRR5829567
full_manifest_proxy_k3_neighborhood	SAMN03877219	SAMN03877219	GCA_001986045.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070700;SRR5070736;SRR5838386;SRR5838393
full_manifest_proxy_k3_neighborhood	SAMN03877220	SAMN03877220	GCA_001986065.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2012	disrupted_target					True	SRR5070722;SRR5071074;SRR5838385;SRR5838391;SRR5838398
full_manifest_proxy_k3_neighborhood	SAMN03877222	SAMN03877222	GCA_001986105.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070934;SRR5071032;SRR5856166;SRR5856169
full_manifest_proxy_k3_neighborhood	SAMN03877223	SAMN03877223	GCA_002892685.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5829804;SRR5829823
full_manifest_proxy_k3_neighborhood	SAMN03996251	SAMN03996251	GCA_001525555.2	intact	intact	prn_evt_intact	USA	1952	nearest_intact_neighbor	2	1	0.02063848	SAMN12385805;SAMN12392424	True	SRR2823948;SRR2823949;SRR2823950
full_manifest_proxy_k3_neighborhood	SAMN03996260	SAMN03996260	GCA_001558395.2	intact	intact	prn_evt_intact	USA	1999	nearest_intact_neighbor	3	1	0.02146826	SAMN10182685;SAMN10182730;SAMN12108524	True	SRR2824043;SRR2824044;SRR2824045
full_manifest_proxy_k3_neighborhood	SAMN04221179	SAMN04221179	GCA_001988035.1	intact	intact	prn_evt_intact	USA	1955	nearest_intact_neighbor	1	2	0.02206888	SAMN03702660	True	SRR5070767;SRR5712546
full_manifest_proxy_k3_neighborhood	SAMN04221181	SAMN04221181	GCA_001988075.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	1	1	0.01590332	SAMN03854490	True	SRR5070839;SRR5070965;SRR5825967;SRR5825969
full_manifest_proxy_k3_neighborhood	SAMN04221182	SAMN04221182	GCA_001988095.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	11	1	0.02035392	SAMN03464275;SAMN03464280;SAMN03464282;SAMN03702679;SAMN03702681;SAMN03702688;SAMN03854497;SAMN04383589;SAMN07352192;SAMN07352196	True	SRR5070727;SRR5070937;SRR5825962;SRR5825965
full_manifest_proxy_k3_neighborhood	SAMN04221184	SAMN04221184	GCA_001988135.1	intact	intact	prn_evt_intact	USA	2003	nearest_intact_neighbor	3	2	0.02019574	SAMN04383575;SAMN08524459;SAMN18620745	True	SRR5070703;SRR5070955;SRR5712539
full_manifest_proxy_k3_neighborhood	SAMN04221185	SAMN04221185	GCA_001988155.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	2	1	0.01985910	SAMN08524477;SAMN18620802	True	SRR5070886;SRR5070912;SRR5712541
full_manifest_proxy_k3_neighborhood	SAMN04221186	SAMN04221186	GCA_001988175.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	2	3	0.01662967	SAMN10176968;SAMN11822230	True	SRR5070976;SRR5829683;SRR5829689
full_manifest_proxy_k3_neighborhood	SAMN04221188	SAMN04221188	GCA_001988215.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	1	2	0.01846110	SAMN03702659	True	SRR5070816;SRR5070944;SRR5742133
full_manifest_proxy_k3_neighborhood	SAMN04221189	SAMN04221189	GCA_001988235.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	4	1	0.01955736	SAMN12385804;SAMN12585527;SAMN18620746;SAMN18620748	True	SRR5070780;SRR5071006;SRR5742132
full_manifest_proxy_k3_neighborhood	SAMN04221192	SAMN04221192	GCA_001988295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070742;SRR5070801
full_manifest_proxy_k3_neighborhood	SAMN04221193	SAMN04221193	GCA_001988315.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070679;SRR5070910
full_manifest_proxy_k3_neighborhood	SAMN04221194	SAMN04221194	GCA_001988335.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2014	disrupted_target					True	SRR5070815;SRR5071060
full_manifest_proxy_k3_neighborhood	SAMN04221195	SAMN04221195	GCA_001988355.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070844;SRR5070855
full_manifest_proxy_k3_neighborhood	SAMN04221196	SAMN04221196	GCA_001988375.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070865;SRR5070906
full_manifest_proxy_k3_neighborhood	SAMN04221197	SAMN04221197	GCA_001988395.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070913;SRR5070920
full_manifest_proxy_k3_neighborhood	SAMN04221198	SAMN04221198	GCA_001988415.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070665;SRR5070710
full_manifest_proxy_k3_neighborhood	SAMN04221199	SAMN04221199	GCA_001988435.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070705;SRR5071064
full_manifest_proxy_k3_neighborhood	SAMN04221200	SAMN04221200	GCA_001988455.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070694;SRR5070755
full_manifest_proxy_k3_neighborhood	SAMN04383563	SAMN04383563	GCA_001988635.1	intact	intact	prn_evt_intact	USA	2004	nearest_intact_neighbor	2	2	0.02151791	SAMN10176974;SAMN10176975	True	SRR5070935;SRR5071070;SRR5712544
full_manifest_proxy_k3_neighborhood	SAMN04383565	SAMN04383565	GCA_001988675.1	intact	intact	prn_evt_intact	USA	2008	nearest_intact_neighbor	2	1	0.02250056	SAMN05716050;SAMN10176971	True	SRR5070820;SRR5070919;SRR5725525
full_manifest_proxy_k3_neighborhood	SAMN04383567	SAMN04383567	GCA_001988715.1	intact	intact	prn_evt_intact	USA	2002	nearest_intact_neighbor	3	1	0.01766886	SAMN04383575;SAMN08524459;SAMN18620745	True	SRR5070876;SRR5070922;SRR5725520
full_manifest_proxy_k3_neighborhood	SAMN04383568	SAMN04383568	GCA_001988735.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	5	1	0.01894732	SAMN03854500;SAMN04383600;SAMN10176198;SAMN10182677;SAMN11822427	True	SRR5070845;SRR5070897;SRR5725521;SRR5725527
full_manifest_proxy_k3_neighborhood	SAMN04383569	SAMN04383569	GCA_001988755.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	4	1	0.01921728	SAMN08524460;SAMN10182680;SAMN10182702;SAMN11822226	True	SRR5070904;SRR5071019;SRR5725522
full_manifest_proxy_k3_neighborhood	SAMN04383571	SAMN04383571	GCA_001988795.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2010	disrupted_target					True	SRR5070860;SRR5070916;SRR5725523
full_manifest_proxy_k3_neighborhood	SAMN04383572	SAMN04383572	GCA_001988815.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	1	3	0.02206888	SAMN03702660	True	SRR5070806;SRR5070924;SRR5725526
full_manifest_proxy_k3_neighborhood	SAMN04383574	SAMN04383574	GCA_001988855.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	22	1	0.02143456	SAMN03249363;SAMN03491903;SAMN03702625;SAMN03702686;SAMN04383583;SAMN05751697;SAMN08395636;SAMN08469400;SAMN08524450;SAMN08524474	True	SRR5071013;SRR5071091;SRR5852285
full_manifest_proxy_k3_neighborhood	SAMN04383575	SAMN04383575	GCA_001988875.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2014	disrupted_target					True	SRR5071040;SRR5071084;SRR5902577
full_manifest_proxy_k3_neighborhood	SAMN04383576	SAMN04383576	GCA_001988895.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070744;SRR5070878;SRR5902569
full_manifest_proxy_k3_neighborhood	SAMN04383577	SAMN04383577	GCA_001988915.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070741;SRR5070980
full_manifest_proxy_k3_neighborhood	SAMN04383578	SAMN04383578	GCA_001988995.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070680;SRR5071082
full_manifest_proxy_k3_neighborhood	SAMN04383579	SAMN04383579	GCA_001989015.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070828;SRR5070894
full_manifest_proxy_k3_neighborhood	SAMN04383580	SAMN04383580	GCA_002018515.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070938;SRR5071067
full_manifest_proxy_k3_neighborhood	SAMN04383581	SAMN04383581	GCA_001989035.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5071036;SRR5071041
full_manifest_proxy_k3_neighborhood	SAMN04383582	SAMN04383582	GCA_001989055.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	1	1	0.01846110	SAMN03702659	True	SRR5070838;SRR5071080
full_manifest_proxy_k3_neighborhood	SAMN04383583	SAMN04383583	GCA_001989075.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070791;SRR5071086
full_manifest_proxy_k3_neighborhood	SAMN04383584	SAMN04383584	GCA_001989095.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5071012;SRR5071062
full_manifest_proxy_k3_neighborhood	SAMN04383585	SAMN04383585	GCA_001989115.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	5	3	0.02274906	SAMN04383592;SAMN05950790;SAMN12305702;SAMN12589492;SAMN13699860	True	SRR5070859;SRR5071051;SRR5742135
full_manifest_proxy_k3_neighborhood	SAMN04383587	SAMN04383587	GCA_001989135.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070717;SRR5071089
full_manifest_proxy_k3_neighborhood	SAMN04383588	SAMN04383588	GCA_001989155.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070677;SRR5070843
full_manifest_proxy_k3_neighborhood	SAMN04383589	SAMN04383589	GCA_001989175.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070822;SRR5071025
full_manifest_proxy_k3_neighborhood	SAMN04383590	SAMN04383590	GCA_001989195.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	1	1	0.02210450	SAMN04867637	True	SRR5070813;SRR5070956
full_manifest_proxy_k3_neighborhood	SAMN04383591	SAMN04383591	GCA_001989215.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070858;SRR5071022
full_manifest_proxy_k3_neighborhood	SAMN04383592	SAMN04383592	GCA_002068975.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070746;SRR5070777
full_manifest_proxy_k3_neighborhood	SAMN04383594	SAMN04383594	GCA_001989255.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070684;SRR5070861
full_manifest_proxy_k3_neighborhood	SAMN04383595	SAMN04383595	GCA_001989275.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070782;SRR5070959
full_manifest_proxy_k3_neighborhood	SAMN04383596	SAMN04383596	GCA_001989295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070907;SRR5071081
full_manifest_proxy_k3_neighborhood	SAMN04383597	SAMN04383597	GCA_002069155.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070675;SRR5071049
full_manifest_proxy_k3_neighborhood	SAMN04383598	SAMN04383598	GCA_001989315.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070885;SRR5070960
full_manifest_proxy_k3_neighborhood	SAMN04383599	SAMN04383599	GCA_001988475.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070750;SRR5070995;SRR5742138
full_manifest_proxy_k3_neighborhood	SAMN04383600	SAMN04383600	GCA_001988495.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070817;SRR5071017;SRR5742134
full_manifest_proxy_k3_neighborhood	SAMN04383601	SAMN04383601	GCA_001988515.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070805;SRR5070862;SRR5742136
full_manifest_proxy_k3_neighborhood	SAMN04383602	SAMN04383602	GCA_001988535.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070663;SRR5070683;SRR5071085;SRR5742137
full_manifest_proxy_k3_neighborhood	SAMN04383603	SAMN04383603	GCA_002892705.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829857
full_manifest_proxy_k3_neighborhood	SAMN04388406	SAMN04388406	GCA_001989335.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5070697;SRR5070989;SRR5902568
full_manifest_proxy_k3_neighborhood	SAMN04388407	SAMN04388407	GCA_002892765.1	intact	intact	prn_evt_intact	USA	1935	nearest_intact_neighbor;root_anchor	2	1	0.01977948	SAMN07352219;SAMN11822397	True	SRR5829828
full_manifest_proxy_k3_neighborhood	SAMN04388408	SAMN04388408	GCA_003991055.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2015	disrupted_target					True	SRR9006229
full_manifest_proxy_k3_neighborhood	SAMN04388409	SAMN04388409	GCA_003991035.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR9006197
full_manifest_proxy_k3_neighborhood	SAMN04867629	SAMN04867629	GCA_001686525.1	intact	intact	prn_evt_intact	USA	2001	nearest_intact_neighbor	1	3	0.02161573	SAMN42391131	False	
full_manifest_proxy_k3_neighborhood	SAMN04867630	SAMN04867630	GCA_001686545.1	intact	intact	prn_evt_intact	USA	2001	nearest_intact_neighbor	1	3	0.02340022	SAMN12108490	False	
full_manifest_proxy_k3_neighborhood	SAMN04867632	SAMN04867632	GCA_001686565.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	1	1	0.01987090	SAMN42391131	False	
full_manifest_proxy_k3_neighborhood	SAMN04867633	SAMN04867633	GCA_001686585.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	3	2	0.02139138	SAMN18620758;SAMN18620768;SAMN18620807	False	
full_manifest_proxy_k3_neighborhood	SAMN04867634	SAMN04867634	GCA_001686445.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	5	2	0.02153324	SAMN12385784;SAMN12585521;SAMN12585522;SAMN18620746;SAMN18620748	False	
full_manifest_proxy_k3_neighborhood	SAMN04867635	SAMN04867635	GCA_001686425.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					False	
full_manifest_proxy_k3_neighborhood	SAMN04867636	SAMN04867636	GCA_001686365.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	1	2	0.02075458	SAMN10161214	False	
full_manifest_proxy_k3_neighborhood	SAMN04867637	SAMN04867637	GCA_001686405.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					False	
full_manifest_proxy_k3_neighborhood	SAMN04994865	SAMN04994865	GCA_001686625.1	intact	intact	prn_evt_intact	USA	1977	nearest_intact_neighbor	2	3	0.02133374	SAMN07352227;SAMN08164950	False	
full_manifest_proxy_k3_neighborhood	SAMN05333715	SAMN05333715	GCA_003991095.1	intact	intact	prn_evt_intact			nearest_intact_neighbor	2	1	0.02049490	SAMN11539725;SAMN12585516	True	SRR9006058
full_manifest_proxy_k3_neighborhood	SAMN05583812	SAMN05583812	GCA_002286115.1	intact	intact	prn_evt_intact	USA	2002	nearest_intact_neighbor	5	3	0.02001019	SAMN04383591;SAMN04383595;SAMN04867635;SAMN07352224;SAMN08395635	True	SRR9006109
full_manifest_proxy_k3_neighborhood	SAMN05583813	SAMN05583813	GCA_002286035.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	7	1	0.01728212	SAMN03464275;SAMN03702679;SAMN03702681;SAMN03854497;SAMN04383589;SAMN07352196;SAMN07352198	True	SRR9006110
full_manifest_proxy_k3_neighborhood	SAMN05583814	SAMN05583814	GCA_002286095.1	intact	intact	prn_evt_intact	USA	2002	nearest_intact_neighbor	10	1	0.01771624	SAMN03455364;SAMN03702669;SAMN03702675;SAMN03702677;SAMN03877220;SAMN04388408;SAMN05948797;SAMN05948798;SAMN08395643;SAMN08471225	True	SRR9006111
full_manifest_proxy_k3_neighborhood	SAMN05583816	SAMN05583816	GCA_002286075.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	5	1	0.01822375	SAMN03216668;SAMN04383594;SAMN04383596;SAMN08395640;SAMN08395642	True	SRR9006128
full_manifest_proxy_k3_neighborhood	SAMN05583817	SAMN05583817	GCA_002285955.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	2	2	0.02183848	SAMN06007762;SAMN12523742	True	SRR9006127
full_manifest_proxy_k3_neighborhood	SAMN05583818	SAMN05583818	GCA_002310915.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	16	1	0.01926556	SAMN03216670;SAMN03455361;SAMN03464274;SAMN03464281;SAMN03702631;SAMN08395644;SAMN08395649;SAMN10176196;SAMN10176985;SAMN11539639	True	SRR9006157
full_manifest_proxy_k3_neighborhood	SAMN05583849	SAMN05583849	GCA_002286155.1	intact	intact	prn_evt_intact	USA	2003	nearest_intact_neighbor	14	1	0.01512244	SAMN03249376;SAMN03702623;SAMN03702627;SAMN03702632;SAMN03702661;SAMN03702667;SAMN03702671;SAMN03702672;SAMN03702683;SAMN03702690	True	SRR9006115
full_manifest_proxy_k3_neighborhood	SAMN05716050	SAMN05716050	GCA_002859645.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2014	disrupted_target					True	SRR5829815;SRR5829833
full_manifest_proxy_k3_neighborhood	SAMN05716051	SAMN05716051	GCA_002286375.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829764;SRR5829864
full_manifest_proxy_k3_neighborhood	SAMN05716052	SAMN05716052	GCA_002286355.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829745;SRR5829837
full_manifest_proxy_k3_neighborhood	SAMN05716053	SAMN05716053	GCA_002286295.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	1	1	0.02463044	SAMN10176193	True	SRR5829776;SRR5829839
full_manifest_proxy_k3_neighborhood	SAMN05716054	SAMN05716054	GCA_002286335.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2014	disrupted_target					True	SRR5829800;SRR5829851
full_manifest_proxy_k3_neighborhood	SAMN05716055	SAMN05716055	GCA_002286315.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2014	disrupted_target					True	SRR5829746;SRR5829801
full_manifest_proxy_k3_neighborhood	SAMN05716056	SAMN05716056	GCA_002859705.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829744;SRR5829747
full_manifest_proxy_k3_neighborhood	SAMN05751692	SAMN05751692	GCA_002442715.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829860;SRR5829868
full_manifest_proxy_k3_neighborhood	SAMN05751693	SAMN05751693	GCA_002442695.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829807;SRR5829846
full_manifest_proxy_k3_neighborhood	SAMN05751694	SAMN05751694	GCA_002442675.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2014	disrupted_target					True	SRR5829820;SRR5829855
full_manifest_proxy_k3_neighborhood	SAMN05751695	SAMN05751695	GCA_002442755.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829760;SRR5829836
full_manifest_proxy_k3_neighborhood	SAMN05751696	SAMN05751696	GCA_002442655.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829843;SRR5829872
full_manifest_proxy_k3_neighborhood	SAMN05751697	SAMN05751697	GCA_002442735.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829792;SRR5829825
full_manifest_proxy_k3_neighborhood	SAMN05751698	SAMN05751698	GCA_002442635.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829830;SRR5829876
full_manifest_proxy_k3_neighborhood	SAMN05751699	SAMN05751699	GCA_002442615.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829766;SRR5829782
full_manifest_proxy_k3_neighborhood	SAMN05751700	SAMN05751700	GCA_002442775.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829819;SRR5829854
full_manifest_proxy_k3_neighborhood	SAMN05751702	SAMN05751702	GCA_002442815.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	8	2	0.02133921	SAMN04221194;SAMN05751692;SAMN08395637;SAMN08524461;SAMN10176965;SAMN10176983;SAMN10182690;SAMN12305719	True	SRR5829741;SRR5829866
full_manifest_proxy_k3_neighborhood	SAMN05948795	SAMN05948795	GCA_002859565.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	
full_manifest_proxy_k3_neighborhood	SAMN05948796	SAMN05948796	GCA_002859585.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR9006220
full_manifest_proxy_k3_neighborhood	SAMN05948797	SAMN05948797	GCA_002859605.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2013	disrupted_target					True	SRR5829810
full_manifest_proxy_k3_neighborhood	SAMN05948798	SAMN05948798	GCA_002859625.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5829829
