segment_id	segment_type	parent_node_id	child_node_id	x_cladogram	xend_cladogram	y_order	yend_order
m5node_000173->GCA_042465265.1	horizontal	m5node_000173	GCA_042465265.1	67.000000	68.000000	113.000000	113.000000
m5node_000173->GCA_042465305.1	horizontal	m5node_000173	GCA_042465305.1	67.000000	68.000000	114.000000	114.000000
m5node_000174.vertical	vertical	m5node_000174		64.000000	64.000000	121.343750	126.500000
m5node_000174->m5node_000175	horizontal	m5node_000174	m5node_000175	64.000000	65.000000	121.343750	121.343750
m5node_000174->m5node_000183	horizontal	m5node_000174	m5node_000183	64.000000	65.000000	126.500000	126.500000
m5node_000175.vertical	vertical	m5node_000175		65.000000	65.000000	119.187500	123.500000
m5node_000175->m5node_000176	horizontal	m5node_000175	m5node_000176	65.000000	66.000000	119.187500	119.187500
m5node_000175->m5node_000182	horizontal	m5node_000175	m5node_000182	65.000000	66.000000	123.500000	123.500000
m5node_000176.vertical	vertical	m5node_000176		66.000000	66.000000	117.125000	121.250000
m5node_000176->m5node_000177	horizontal	m5node_000176	m5node_000177	66.000000	67.000000	117.125000	117.125000
m5node_000176->m5node_000180	horizontal	m5node_000176	m5node_000180	66.000000	67.000000	121.250000	121.250000
m5node_000177.vertical	vertical	m5node_000177		67.000000	67.000000	116.000000	118.250000
m5node_000177->GCA_002240495.1	horizontal	m5node_000177	GCA_002240495.1	67.000000	68.000000	116.000000	116.000000
m5node_000177->m5node_000178	horizontal	m5node_000177	m5node_000178	67.000000	68.000000	118.250000	118.250000
m5node_000178.vertical	vertical	m5node_000178		68.000000	68.000000	117.500000	119.000000
m5node_000178->m5node_000179	horizontal	m5node_000178	m5node_000179	68.000000	69.000000	117.500000	117.500000
m5node_000178->GCA_050562915.1	horizontal	m5node_000178	GCA_050562915.1	68.000000	69.000000	119.000000	119.000000
m5node_000179.vertical	vertical	m5node_000179		69.000000	69.000000	117.000000	118.000000
m5node_000179->GCA_004635485.1	horizontal	m5node_000179	GCA_004635485.1	69.000000	70.000000	117.000000	117.000000
m5node_000179->GCA_008817655.1	horizontal	m5node_000179	GCA_008817655.1	69.000000	70.000000	118.000000	118.000000
m5node_000180.vertical	vertical	m5node_000180		67.000000	67.000000	120.500000	122.000000
m5node_000180->m5node_000181	horizontal	m5node_000180	m5node_000181	67.000000	68.000000	120.500000	120.500000
m5node_000180->GCA_050595955.1	horizontal	m5node_000180	GCA_050595955.1	67.000000	68.000000	122.000000	122.000000
m5node_000181.vertical	vertical	m5node_000181		68.000000	68.000000	120.000000	121.000000
m5node_000181->GCA_008810315.1	horizontal	m5node_000181	GCA_008810315.1	68.000000	69.000000	120.000000	120.000000
m5node_000181->GCA_008812735.1	horizontal	m5node_000181	GCA_008812735.1	68.000000	69.000000	121.000000	121.000000
m5node_000182.vertical	vertical	m5node_000182		66.000000	66.000000	123.000000	124.000000
m5node_000182->GCA_008812995.1	horizontal	m5node_000182	GCA_008812995.1	66.000000	67.000000	123.000000	123.000000
m5node_000182->GCA_050562935.1	horizontal	m5node_000182	GCA_050562935.1	66.000000	67.000000	124.000000	124.000000
m5node_000183.vertical	vertical	m5node_000183		65.000000	65.000000	125.500000	127.500000
m5node_000183->m5node_000184	horizontal	m5node_000183	m5node_000184	65.000000	66.000000	125.500000	125.500000
m5node_000183->m5node_000185	horizontal	m5node_000183	m5node_000185	65.000000	66.000000	127.500000	127.500000
m5node_000184.vertical	vertical	m5node_000184		66.000000	66.000000	125.000000	126.000000
m5node_000184->GCA_008810835.1	horizontal	m5node_000184	GCA_008810835.1	66.000000	67.000000	125.000000	125.000000
m5node_000184->GCA_050595945.1	horizontal	m5node_000184	GCA_050595945.1	66.000000	67.000000	126.000000	126.000000
m5node_000185.vertical	vertical	m5node_000185		66.000000	66.000000	127.000000	128.000000
m5node_000185->GCA_008812335.1	horizontal	m5node_000185	GCA_008812335.1	66.000000	67.000000	127.000000	127.000000
m5node_000185->GCA_008812475.1	horizontal	m5node_000185	GCA_008812475.1	66.000000	67.000000	128.000000	128.000000
m5node_000186.vertical	vertical	m5node_000186		61.000000	61.000000	138.221802	156.000000
m5node_000186->m5node_000187	horizontal	m5node_000186	m5node_000187	61.000000	62.000000	138.221802	138.221802
m5node_000186->GCA_004009515.1	horizontal	m5node_000186	GCA_004009515.1	61.000000	62.000000	156.000000	156.000000
m5node_000187.vertical	vertical	m5node_000187		62.000000	62.000000	129.000000	147.443604
m5node_000187->GCA_001985865.1	horizontal	m5node_000187	GCA_001985865.1	62.000000	63.000000	129.000000	129.000000
m5node_000187->m5node_000188	horizontal	m5node_000187	m5node_000188	62.000000	63.000000	147.443604	147.443604
m5node_000188.vertical	vertical	m5node_000188		63.000000	63.000000	140.886719	154.000488
m5node_000188->m5node_000189	horizontal	m5node_000188	m5node_000189	63.000000	64.000000	140.886719	140.886719
m5node_000188->m5node_000202	horizontal	m5node_000188	m5node_000202	63.000000	64.000000	154.000488	154.000488
m5node_000189.vertical	vertical	m5node_000189		64.000000	64.000000	138.773438	143.000000
m5node_000189->m5node_000190	horizontal	m5node_000189	m5node_000190	64.000000	65.000000	138.773438	138.773438
m5node_000189->GCA_008821385.1	horizontal	m5node_000189	GCA_008821385.1	64.000000	65.000000	143.000000	143.000000
m5node_000190.vertical	vertical	m5node_000190		65.000000	65.000000	136.046875	141.500000
m5node_000190->m5node_000191	horizontal	m5node_000190	m5node_000191	65.000000	66.000000	136.046875	136.046875
m5node_000190->m5node_000201	horizontal	m5node_000190	m5node_000201	65.000000	66.000000	141.500000	141.500000
m5node_000191.vertical	vertical	m5node_000191		66.000000	66.000000	132.843750	139.250000
m5node_000191->m5node_000192	horizontal	m5node_000191	m5node_000192	66.000000	67.000000	132.843750	132.843750
m5node_000191->m5node_000199	horizontal	m5node_000191	m5node_000199	66.000000	67.000000	139.250000	139.250000
m5node_000192.vertical	vertical	m5node_000192		67.000000	67.000000	130.500000	135.187500
m5node_000192->m5node_000193	horizontal	m5node_000192	m5node_000193	67.000000	68.000000	130.500000	130.500000
m5node_000192->m5node_000194	horizontal	m5node_000192	m5node_000194	67.000000	68.000000	135.187500	135.187500
m5node_000193.vertical	vertical	m5node_000193		68.000000	68.000000	130.000000	131.000000
m5node_000193->GCA_004634785.1	horizontal	m5node_000193	GCA_004634785.1	68.000000	69.000000	130.000000	130.000000
m5node_000193->GCA_004635085.1	horizontal	m5node_000193	GCA_004635085.1	68.000000	69.000000	131.000000	131.000000
m5node_000194.vertical	vertical	m5node_000194		68.000000	68.000000	133.875000	136.500000
m5node_000194->m5node_000195	horizontal	m5node_000194	m5node_000195	68.000000	69.000000	133.875000	133.875000
m5node_000194->m5node_000198	horizontal	m5node_000194	m5node_000198	68.000000	69.000000	136.500000	136.500000
m5node_000195.vertical	vertical	m5node_000195		69.000000	69.000000	132.750000	135.000000
m5node_000195->m5node_000196	horizontal	m5node_000195	m5node_000196	69.000000	70.000000	132.750000	132.750000
m5node_000195->GCA_004635365.1	horizontal	m5node_000195	GCA_004635365.1	69.000000	70.000000	135.000000	135.000000
m5node_000196.vertical	vertical	m5node_000196		70.000000	70.000000	132.000000	133.500000
m5node_000196->GCA_004634805.1	horizontal	m5node_000196	GCA_004634805.1	70.000000	71.000000	132.000000	132.000000
m5node_000196->m5node_000197	horizontal	m5node_000196	m5node_000197	70.000000	71.000000	133.500000	133.500000
m5node_000197.vertical	vertical	m5node_000197		71.000000	71.000000	133.000000	134.000000
m5node_000197->GCA_004635105.1	horizontal	m5node_000197	GCA_004635105.1	71.000000	72.000000	133.000000	133.000000
m5node_000197->GCA_004635445.1	horizontal	m5node_000197	GCA_004635445.1	71.000000	72.000000	134.000000	134.000000
m5node_000198.vertical	vertical	m5node_000198		69.000000	69.000000	136.000000	137.000000
m5node_000198->GCA_004635185.1	horizontal	m5node_000198	GCA_004635185.1	69.000000	70.000000	136.000000	136.000000
m5node_000198->GCA_004635425.1	horizontal	m5node_000198	GCA_004635425.1	69.000000	70.000000	137.000000	137.000000
m5node_000199.vertical	vertical	m5node_000199		67.000000	67.000000	138.500000	140.000000
m5node_000199->m5node_000200	horizontal	m5node_000199	m5node_000200	67.000000	68.000000	138.500000	138.500000
m5node_000199->GCA_008821365.1	horizontal	m5node_000199	GCA_008821365.1	67.000000	68.000000	140.000000	140.000000
m5node_000200.vertical	vertical	m5node_000200		68.000000	68.000000	138.000000	139.000000
m5node_000200->GCA_004635285.1	horizontal	m5node_000200	GCA_004635285.1	68.000000	69.000000	138.000000	138.000000
m5node_000200->GCA_004635325.1	horizontal	m5node_000200	GCA_004635325.1	68.000000	69.000000	139.000000	139.000000
m5node_000201.vertical	vertical	m5node_000201		66.000000	66.000000	141.000000	142.000000
m5node_000201->GCA_004634925.1	horizontal	m5node_000201	GCA_004634925.1	66.000000	67.000000	141.000000	141.000000
m5node_000201->GCA_008821265.1	horizontal	m5node_000201	GCA_008821265.1	66.000000	67.000000	142.000000	142.000000
m5node_000202.vertical	vertical	m5node_000202		64.000000	64.000000	153.000977	155.000000
m5node_000202->m5node_000203	horizontal	m5node_000202	m5node_000203	64.000000	65.000000	153.000977	153.000977
m5node_000202->GCA_004635405.1	horizontal	m5node_000202	GCA_004635405.1	64.000000	65.000000	155.000000	155.000000
m5node_000203.vertical	vertical	m5node_000203		65.000000	65.000000	152.001953	154.000000
m5node_000203->m5node_000204	horizontal	m5node_000203	m5node_000204	65.000000	66.000000	152.001953	152.001953
m5node_000203->GCA_004635125.1	horizontal	m5node_000203	GCA_004635125.1	65.000000	66.000000	154.000000	154.000000
m5node_000204.vertical	vertical	m5node_000204		66.000000	66.000000	151.003906	153.000000
m5node_000204->m5node_000205	horizontal	m5node_000204	m5node_000205	66.000000	67.000000	151.003906	151.003906
m5node_000204->GCA_004635145.1	horizontal	m5node_000204	GCA_004635145.1	66.000000	67.000000	153.000000	153.000000
m5node_000205.vertical	vertical	m5node_000205		67.000000	67.000000	150.007812	152.000000
m5node_000205->m5node_000206	horizontal	m5node_000205	m5node_000206	67.000000	68.000000	150.007812	150.007812
m5node_000205->GCA_004635165.1	horizontal	m5node_000205	GCA_004635165.1	67.000000	68.000000	152.000000	152.000000
m5node_000206.vertical	vertical	m5node_000206		68.000000	68.000000	149.015625	151.000000
m5node_000206->m5node_000207	horizontal	m5node_000206	m5node_000207	68.000000	69.000000	149.015625	149.015625
m5node_000206->GCA_004635265.1	horizontal	m5node_000206	GCA_004635265.1	68.000000	69.000000	151.000000	151.000000
m5node_000207.vertical	vertical	m5node_000207		69.000000	69.000000	148.031250	150.000000
m5node_000207->m5node_000208	horizontal	m5node_000207	m5node_000208	69.000000	70.000000	148.031250	148.031250
m5node_000207->GCA_004635205.1	horizontal	m5node_000207	GCA_004635205.1	69.000000	70.000000	150.000000	150.000000
m5node_000208.vertical	vertical	m5node_000208		70.000000	70.000000	147.062500	149.000000
m5node_000208->m5node_000209	horizontal	m5node_000208	m5node_000209	70.000000	71.000000	147.062500	147.062500
m5node_000208->GCA_004771055.1	horizontal	m5node_000208	GCA_004771055.1	70.000000	71.000000	149.000000	149.000000
m5node_000209.vertical	vertical	m5node_000209		71.000000	71.000000	146.125000	148.000000
m5node_000209->m5node_000210	horizontal	m5node_000209	m5node_000210	71.000000	72.000000	146.125000	146.125000
m5node_000209->GCA_004635245.1	horizontal	m5node_000209	GCA_004635245.1	71.000000	72.000000	148.000000	148.000000
m5node_000210.vertical	vertical	m5node_000210		72.000000	72.000000	145.250000	147.000000
m5node_000210->m5node_000211	horizontal	m5node_000210	m5node_000211	72.000000	73.000000	145.250000	145.250000
m5node_000210->GCA_004635305.1	horizontal	m5node_000210	GCA_004635305.1	72.000000	73.000000	147.000000	147.000000
m5node_000211.vertical	vertical	m5node_000211		73.000000	73.000000	144.500000	146.000000
m5node_000211->m5node_000212	horizontal	m5node_000211	m5node_000212	73.000000	74.000000	144.500000	144.500000
m5node_000211->GCA_004635345.1	horizontal	m5node_000211	GCA_004635345.1	73.000000	74.000000	146.000000	146.000000
m5node_000212.vertical	vertical	m5node_000212		74.000000	74.000000	144.000000	145.000000
m5node_000212->GCA_004634825.1	horizontal	m5node_000212	GCA_004634825.1	74.000000	75.000000	144.000000	144.000000
m5node_000212->GCA_004635225.1	horizontal	m5node_000212	GCA_004635225.1	74.000000	75.000000	145.000000	145.000000
m5node_000213.vertical	vertical	m5node_000213		60.000000	60.000000	163.531250	168.000000
m5node_000213->m5node_000214	horizontal	m5node_000213	m5node_000214	60.000000	61.000000	163.531250	163.531250
m5node_000213->GCA_030254545.1	horizontal	m5node_000213	GCA_030254545.1	60.000000	61.000000	168.000000	168.000000
m5node_000214.vertical	vertical	m5node_000214		61.000000	61.000000	160.812500	166.250000
m5node_000214->m5node_000215	horizontal	m5node_000214	m5node_000215	61.000000	62.000000	160.812500	160.812500
m5node_000214->m5node_000222	horizontal	m5node_000214	m5node_000222	61.000000	62.000000	166.250000	166.250000
m5node_000215.vertical	vertical	m5node_000215		62.000000	62.000000	158.500000	163.125000
m5node_000215->m5node_000216	horizontal	m5node_000215	m5node_000216	62.000000	63.000000	158.500000	158.500000
m5node_000215->m5node_000219	horizontal	m5node_000215	m5node_000219	62.000000	63.000000	163.125000	163.125000
m5node_000216.vertical	vertical	m5node_000216		63.000000	63.000000	157.500000	159.500000
m5node_000216->m5node_000217	horizontal	m5node_000216	m5node_000217	63.000000	64.000000	157.500000	157.500000
m5node_000216->m5node_000218	horizontal	m5node_000216	m5node_000218	63.000000	64.000000	159.500000	159.500000
m5node_000217.vertical	vertical	m5node_000217		64.000000	64.000000	157.000000	158.000000
m5node_000217->GCA_001988335.1	horizontal	m5node_000217	GCA_001988335.1	64.000000	65.000000	157.000000	157.000000
m5node_000217->GCA_030252815.1	horizontal	m5node_000217	GCA_030252815.1	64.000000	65.000000	158.000000	158.000000
m5node_000218.vertical	vertical	m5node_000218		64.000000	64.000000	159.000000	160.000000
m5node_000218->GCA_008817045.1	horizontal	m5node_000218	GCA_008817045.1	64.000000	65.000000	159.000000	159.000000
m5node_000218->GCA_013168635.1	horizontal	m5node_000218	GCA_013168635.1	64.000000	65.000000	160.000000	160.000000
m5node_000219.vertical	vertical	m5node_000219		63.000000	63.000000	162.250000	164.000000
m5node_000219->m5node_000220	horizontal	m5node_000219	m5node_000220	63.000000	64.000000	162.250000	162.250000
m5node_000219->GCA_004635865.1	horizontal	m5node_000219	GCA_004635865.1	63.000000	64.000000	164.000000	164.000000
m5node_000220.vertical	vertical	m5node_000220		64.000000	64.000000	161.500000	163.000000
m5node_000220->m5node_000221	horizontal	m5node_000220	m5node_000221	64.000000	65.000000	161.500000	161.500000
m5node_000220->GCA_004635905.1	horizontal	m5node_000220	GCA_004635905.1	64.000000	65.000000	163.000000	163.000000
m5node_000221.vertical	vertical	m5node_000221		65.000000	65.000000	161.000000	162.000000
m5node_000221->GCA_004635845.1	horizontal	m5node_000221	GCA_004635845.1	65.000000	66.000000	161.000000	161.000000
m5node_000221->GCA_004635885.1	horizontal	m5node_000221	GCA_004635885.1	65.000000	66.000000	162.000000	162.000000
m5node_000222.vertical	vertical	m5node_000222		62.000000	62.000000	165.500000	167.000000
m5node_000222->m5node_000223	horizontal	m5node_000222	m5node_000223	62.000000	63.000000	165.500000	165.500000
m5node_000222->GCA_030252975.1	horizontal	m5node_000222	GCA_030252975.1	62.000000	63.000000	167.000000	167.000000
m5node_000223.vertical	vertical	m5node_000223		63.000000	63.000000	165.000000	166.000000
m5node_000223->GCA_001988875.1	horizontal	m5node_000223	GCA_001988875.1	63.000000	64.000000	165.000000	165.000000
m5node_000223->GCA_004637005.1	horizontal	m5node_000223	GCA_004637005.1	63.000000	64.000000	166.000000	166.000000
m5node_000224.vertical	vertical	m5node_000224		58.000000	58.000000	173.359375	179.000000
m5node_000224->m5node_000225	horizontal	m5node_000224	m5node_000225	58.000000	59.000000	173.359375	173.359375
m5node_000224->GCA_030253865.1	horizontal	m5node_000224	GCA_030253865.1	58.000000	59.000000	179.000000	179.000000
m5node_000225.vertical	vertical	m5node_000225		59.000000	59.000000	170.500000	176.218750
m5node_000225->m5node_000226	horizontal	m5node_000225	m5node_000226	59.000000	60.000000	170.500000	170.500000
m5node_000225->m5node_000229	horizontal	m5node_000225	m5node_000229	59.000000	60.000000	176.218750	176.218750
m5node_000226.vertical	vertical	m5node_000226		60.000000	60.000000	169.500000	171.500000
m5node_000226->m5node_000227	horizontal	m5node_000226	m5node_000227	60.000000	61.000000	169.500000	169.500000
m5node_000226->m5node_000228	horizontal	m5node_000226	m5node_000228	60.000000	61.000000	171.500000	171.500000
m5node_000227.vertical	vertical	m5node_000227		61.000000	61.000000	169.000000	170.000000
m5node_000227->GCA_001605405.1	horizontal	m5node_000227	GCA_001605405.1	61.000000	62.000000	169.000000	169.000000
m5node_000227->GCA_001605425.1	horizontal	m5node_000227	GCA_001605425.1	61.000000	62.000000	170.000000	170.000000
m5node_000228.vertical	vertical	m5node_000228		61.000000	61.000000	171.000000	172.000000
m5node_000228->GCA_001985545.1	horizontal	m5node_000228	GCA_001985545.1	61.000000	62.000000	171.000000	171.000000
m5node_000228->GCA_001987535.1	horizontal	m5node_000228	GCA_001987535.1	61.000000	62.000000	172.000000	172.000000
m5node_000229.vertical	vertical	m5node_000229		60.000000	60.000000	174.437500	178.000000
m5node_000229->m5node_000230	horizontal	m5node_000229	m5node_000230	60.000000	61.000000	174.437500	174.437500
m5node_000229->GCA_004637125.1	horizontal	m5node_000229	GCA_004637125.1	60.000000	61.000000	178.000000	178.000000
m5node_000230.vertical	vertical	m5node_000230		61.000000	61.000000	173.000000	175.875000
m5node_000230->GCA_004636505.1	horizontal	m5node_000230	GCA_004636505.1	61.000000	62.000000	173.000000	173.000000
m5node_000230->m5node_000231	horizontal	m5node_000230	m5node_000231	61.000000	62.000000	175.875000	175.875000
m5node_000231.vertical	vertical	m5node_000231		62.000000	62.000000	174.750000	177.000000
m5node_000231->m5node_000232	horizontal	m5node_000231	m5node_000232	62.000000	63.000000	174.750000	174.750000
m5node_000231->GCA_050563125.1	horizontal	m5node_000231	GCA_050563125.1	62.000000	63.000000	177.000000	177.000000
m5node_000232.vertical	vertical	m5node_000232		63.000000	63.000000	174.000000	175.500000
m5node_000232->GCA_004636525.1	horizontal	m5node_000232	GCA_004636525.1	63.000000	64.000000	174.000000	174.000000
m5node_000232->m5node_000233	horizontal	m5node_000232	m5node_000233	63.000000	64.000000	175.500000	175.500000
m5node_000233.vertical	vertical	m5node_000233		64.000000	64.000000	175.000000	176.000000
m5node_000233->GCA_004636545.1	horizontal	m5node_000233	GCA_004636545.1	64.000000	65.000000	175.000000	175.000000
m5node_000233->GCA_004636565.1	horizontal	m5node_000233	GCA_004636565.1	64.000000	65.000000	176.000000	176.000000
m5node_000234.vertical	vertical	m5node_000234		57.000000	57.000000	180.500000	182.000000
m5node_000234->m5node_000235	horizontal	m5node_000234	m5node_000235	57.000000	58.000000	180.500000	180.500000
m5node_000234->GCA_900445885.1	horizontal	m5node_000234	GCA_900445885.1	57.000000	58.000000	182.000000	182.000000
m5node_000235.vertical	vertical	m5node_000235		58.000000	58.000000	180.000000	181.000000
m5node_000235->GCA_900186845.1	horizontal	m5node_000235	GCA_900186845.1	58.000000	59.000000	180.000000	180.000000
m5node_000235->GCA_900187345.1	horizontal	m5node_000235	GCA_900187345.1	58.000000	59.000000	181.000000	181.000000
m5node_000236.vertical	vertical	m5node_000236		56.000000	56.000000	183.500000	185.000000
m5node_000236->m5node_000237	horizontal	m5node_000236	m5node_000237	56.000000	57.000000	183.500000	183.500000
m5node_000236->GCA_032290305.1	horizontal	m5node_000236	GCA_032290305.1	56.000000	57.000000	185.000000	185.000000
m5node_000237.vertical	vertical	m5node_000237		57.000000	57.000000	183.000000	184.000000
m5node_000237->GCA_032288865.1	horizontal	m5node_000237	GCA_032288865.1	57.000000	58.000000	183.000000	183.000000
m5node_000237->GCA_032289745.1	horizontal	m5node_000237	GCA_032289745.1	57.000000	58.000000	184.000000	184.000000
m5node_000238.vertical	vertical	m5node_000238		55.000000	55.000000	186.000000	187.750000
m5node_000238->GCA_032275665.1	horizontal	m5node_000238	GCA_032275665.1	55.000000	56.000000	186.000000	186.000000
m5node_000238->m5node_000239	horizontal	m5node_000238	m5node_000239	55.000000	56.000000	187.750000	187.750000
m5node_000239.vertical	vertical	m5node_000239		56.000000	56.000000	187.000000	188.500000
m5node_000239->GCA_032288525.1	horizontal	m5node_000239	GCA_032288525.1	56.000000	57.000000	187.000000	187.000000
m5node_000239->m5node_000240	horizontal	m5node_000239	m5node_000240	56.000000	57.000000	188.500000	188.500000
m5node_000240.vertical	vertical	m5node_000240		57.000000	57.000000	188.000000	189.000000
m5node_000240->GCA_032290225.1	horizontal	m5node_000240	GCA_032290225.1	57.000000	58.000000	188.000000	188.000000
m5node_000240->GCA_032290325.1	horizontal	m5node_000240	GCA_032290325.1	57.000000	58.000000	189.000000	189.000000
m5node_000241.vertical	vertical	m5node_000241		54.000000	54.000000	194.984375	197.000000
m5node_000241->m5node_000242	horizontal	m5node_000241	m5node_000242	54.000000	55.000000	194.984375	194.984375
m5node_000241->GCA_030254465.1	horizontal	m5node_000241	GCA_030254465.1	54.000000	55.000000	197.000000	197.000000
m5node_000242.vertical	vertical	m5node_000242		55.000000	55.000000	193.968750	196.000000
m5node_000242->m5node_000243	horizontal	m5node_000242	m5node_000243	55.000000	56.000000	193.968750	193.968750
m5node_000242->GCA_032284905.1	horizontal	m5node_000242	GCA_032284905.1	55.000000	56.000000	196.000000	196.000000
m5node_000243.vertical	vertical	m5node_000243		56.000000	56.000000	192.937500	195.000000
m5node_000243->m5node_000244	horizontal	m5node_000243	m5node_000244	56.000000	57.000000	192.937500	192.937500
m5node_000243->GCA_008821605.1	horizontal	m5node_000243	GCA_008821605.1	56.000000	57.000000	195.000000	195.000000
m5node_000244.vertical	vertical	m5node_000244		57.000000	57.000000	191.875000	194.000000
m5node_000244->m5node_000245	horizontal	m5node_000244	m5node_000245	57.000000	58.000000	191.875000	191.875000
m5node_000244->GCA_008816795.1	horizontal	m5node_000244	GCA_008816795.1	57.000000	58.000000	194.000000	194.000000
m5node_000245.vertical	vertical	m5node_000245		58.000000	58.000000	190.750000	193.000000
m5node_000245->m5node_000246	horizontal	m5node_000245	m5node_000246	58.000000	59.000000	190.750000	190.750000
m5node_000245->GCA_008821625.1	horizontal	m5node_000245	GCA_008821625.1	58.000000	59.000000	193.000000	193.000000
m5node_000246.vertical	vertical	m5node_000246		59.000000	59.000000	190.000000	191.500000
m5node_000246->GCA_004635605.1	horizontal	m5node_000246	GCA_004635605.1	59.000000	60.000000	190.000000	190.000000
m5node_000246->m5node_000247	horizontal	m5node_000246	m5node_000247	59.000000	60.000000	191.500000	191.500000
m5node_000247.vertical	vertical	m5node_000247		60.000000	60.000000	191.000000	192.000000
m5node_000247->GCA_004636445.1	horizontal	m5node_000247	GCA_004636445.1	60.000000	61.000000	191.000000	191.000000
m5node_000247->GCA_008821585.1	horizontal	m5node_000247	GCA_008821585.1	60.000000	61.000000	192.000000	192.000000
m5node_000248.vertical	vertical	m5node_000248		53.000000	53.000000	198.000000	199.500000
m5node_000248->GCA_032278065.1	horizontal	m5node_000248	GCA_032278065.1	53.000000	54.000000	198.000000	198.000000
m5node_000248->m5node_000249	horizontal	m5node_000248	m5node_000249	53.000000	54.000000	199.500000	199.500000
m5node_000249.vertical	vertical	m5node_000249		54.000000	54.000000	199.000000	200.000000
m5node_000249->GCA_032287185.1	horizontal	m5node_000249	GCA_032287185.1	54.000000	55.000000	199.000000	199.000000
m5node_000249->GCA_032290265.1	horizontal	m5node_000249	GCA_032290265.1	54.000000	55.000000	200.000000	200.000000
m5node_000250.vertical	vertical	m5node_000250		52.000000	52.000000	201.000000	202.000000
m5node_000250->GCA_032274205.1	horizontal	m5node_000250	GCA_032274205.1	52.000000	53.000000	201.000000	201.000000
m5node_000250->GCA_032290345.1	horizontal	m5node_000250	GCA_032290345.1	52.000000	53.000000	202.000000	202.000000
m5node_000251.vertical	vertical	m5node_000251		51.000000	51.000000	203.000000	204.000000
m5node_000251->GCA_032290365.1	horizontal	m5node_000251	GCA_032290365.1	51.000000	52.000000	203.000000	203.000000
m5node_000251->GCA_032291385.1	horizontal	m5node_000251	GCA_032291385.1	51.000000	52.000000	204.000000	204.000000
m5node_000252.vertical	vertical	m5node_000252		50.000000	50.000000	206.500000	209.000000
m5node_000252->m5node_000253	horizontal	m5node_000252	m5node_000253	50.000000	51.000000	206.500000	206.500000
m5node_000252->GCA_032291405.1	horizontal	m5node_000252	GCA_032291405.1	50.000000	51.000000	209.000000	209.000000
m5node_000253.vertical	vertical	m5node_000253		51.000000	51.000000	205.500000	207.500000
m5node_000253->m5node_000254	horizontal	m5node_000253	m5node_000254	51.000000	52.000000	205.500000	205.500000
m5node_000253->m5node_000255	horizontal	m5node_000253	m5node_000255	51.000000	52.000000	207.500000	207.500000
m5node_000254.vertical	vertical	m5node_000254		52.000000	52.000000	205.000000	206.000000
m5node_000254->GCA_032279645.1	horizontal	m5node_000254	GCA_032279645.1	52.000000	53.000000	205.000000	205.000000
m5node_000254->GCA_032286425.1	horizontal	m5node_000254	GCA_032286425.1	52.000000	53.000000	206.000000	206.000000
m5node_000255.vertical	vertical	m5node_000255		52.000000	52.000000	207.000000	208.000000
m5node_000255->GCA_032288005.1	horizontal	m5node_000255	GCA_032288005.1	52.000000	53.000000	207.000000	207.000000
m5node_000255->GCA_032291365.1	horizontal	m5node_000255	GCA_032291365.1	52.000000	53.000000	208.000000	208.000000
m5node_000256.vertical	vertical	m5node_000256		49.000000	49.000000	210.000000	212.125000
m5node_000256->GCA_032272945.1	horizontal	m5node_000256	GCA_032272945.1	49.000000	50.000000	210.000000	210.000000
m5node_000256->m5node_000257	horizontal	m5node_000256	m5node_000257	49.000000	50.000000	212.125000	212.125000
m5node_000257.vertical	vertical	m5node_000257		50.000000	50.000000	211.000000	213.250000
m5node_000257->GCA_032281485.1	horizontal	m5node_000257	GCA_032281485.1	50.000000	51.000000	211.000000	211.000000
m5node_000257->m5node_000258	horizontal	m5node_000257	m5node_000258	50.000000	51.000000	213.250000	213.250000
m5node_000258.vertical	vertical	m5node_000258		51.000000	51.000000	212.500000	214.000000
m5node_000258->m5node_000259	horizontal	m5node_000258	m5node_000259	51.000000	52.000000	212.500000	212.500000
m5node_000258->GCA_032285665.1	horizontal	m5node_000258	GCA_032285665.1	51.000000	52.000000	214.000000	214.000000
m5node_000259.vertical	vertical	m5node_000259		52.000000	52.000000	212.000000	213.000000
m5node_000259->GCA_032282385.1	horizontal	m5node_000259	GCA_032282385.1	52.000000	53.000000	212.000000	212.000000
m5node_000259->GCA_032290245.1	horizontal	m5node_000259	GCA_032290245.1	52.000000	53.000000	213.000000	213.000000
m5node_000260.vertical	vertical	m5node_000260		48.000000	48.000000	217.125000	221.250000
m5node_000260->m5node_000261	horizontal	m5node_000260	m5node_000261	48.000000	49.000000	217.125000	217.125000
m5node_000260->m5node_000265	horizontal	m5node_000260	m5node_000265	48.000000	49.000000	221.250000	221.250000
m5node_000261.vertical	vertical	m5node_000261		49.000000	49.000000	215.750000	218.500000
m5node_000261->m5node_000262	horizontal	m5node_000261	m5node_000262	49.000000	50.000000	215.750000	215.750000
m5node_000261->m5node_000264	horizontal	m5node_000261	m5node_000264	49.000000	50.000000	218.500000	218.500000
m5node_000262.vertical	vertical	m5node_000262		50.000000	50.000000	215.000000	216.500000
m5node_000262->GCA_022407515.1	horizontal	m5node_000262	GCA_022407515.1	50.000000	51.000000	215.000000	215.000000
m5node_000262->m5node_000263	horizontal	m5node_000262	m5node_000263	50.000000	51.000000	216.500000	216.500000
m5node_000263.vertical	vertical	m5node_000263		51.000000	51.000000	216.000000	217.000000
