sample_id_canonical	assembly_accession	country	year	year_band	source_database	assembly_level	n_contigs	contig_n50	total_sequence_length	prn_mechanism_call	prn_state	read_linkage	include_in_snippy_ctg	in_core_full_alignment	excluded_pre_gubbins_missingness	missing_fraction_pre_gubbins	in_primary_asr_tree	final_contract_status	final_contract_reason
SAMN44583901	GCA_050976725.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	353	17342	3817715	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583902	GCA_050976705.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	379	16370	3817609	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583903	GCA_050976685.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	342	18333	3813339	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583904	GCA_050976665.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	342	18635	3810136	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583905	GCA_050976645.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	363	16352	3816613	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583906	GCA_050976625.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	399	15453	3814056	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583907	GCA_050976605.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	357	17526	3817700	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583908	GCA_050976575.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	22296	3821274	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583909	GCA_050976555.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	274	22293	3821470	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583910	GCA_050976535.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	273	22297	3821712	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583911	GCA_050976485.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	354	17264	3817499	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583912	GCA_050976505.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	332	18332	3818505	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583913	GCA_050976465.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	336	18156	3818452	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583914	GCA_050976445.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	371	17041	3816593	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583915	GCA_050976405.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	331	18635	3818425	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583916	GCA_050976425.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	326	19479	3818923	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583917	GCA_050976365.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	338	18398	3818623	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583918	GCA_050976385.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	353	16385	3817046	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583919	GCA_050976345.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	329	18731	3816969	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583920	GCA_050976295.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	380	16352	3815981	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583921	GCA_050976325.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	320	19000	3818953	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583922	GCA_050976285.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	319	19508	3819147	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583923	GCA_050976265.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	322	19025	3819581	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583924	GCA_050976225.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	320	19508	3818894	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583925	GCA_050976245.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	323	19508	3818020	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583926	GCA_050976205.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	350	17971	3817649	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583928	GCA_050976165.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	378	15744	3815962	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583929	GCA_050976145.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	372	16374	3817837	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583930	GCA_050976125.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	401	15800	3815729	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583931	GCA_050976105.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	311	19742	3820411	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583932	GCA_050976085.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	303	19801	3814275	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583933	GCA_050976065.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	328	19795	3821680	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583934	GCA_050976045.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	312	19801	3819728	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583935	GCA_050976025.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	305	19794	3819806	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583936	GCA_050976005.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	320	19025	3819000	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583937	GCA_050975945.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	340	18635	3825913	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583938	GCA_050975965.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	314	19787	3821389	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583939	GCA_050975985.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	318	19742	3822128	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583940	GCA_050975925.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	303	20171	3820364	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583941	GCA_050975905.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	319	19477	3819032	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583942	GCA_050975885.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	320	19453	3821347	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583943	GCA_050975865.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	307	20171	3820256	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583944	GCA_050975845.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	316	19742	3823043	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583945	GCA_050975825.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	318	19742	3818493	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583946	GCA_050975785.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	313	19962	3819808	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583947	GCA_050975805.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	310	19971	3818578	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583948	GCA_050975765.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	316	19957	3819463	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583949	GCA_050975745.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	314	19801	3820807	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583950	GCA_050975725.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	272	22297	3820764	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583951	GCA_050975695.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	353	17544	3819216	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583952	GCA_050975675.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	334	18119	3818485	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583953	GCA_050975645.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	331	18635	3818681	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583954	GCA_050975625.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	322	19508	3819170	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583955	GCA_050975605.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	323	19025	3817886	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583956	GCA_050975585.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	324	19002	3821168	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583957	GCA_050975565.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	343	18399	3816890	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583958	GCA_050975525.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	22297	3828804	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583959	GCA_050975545.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	368	16377	3816840	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583960	GCA_050975505.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	273	22297	3821217	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583961	GCA_050975485.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	343	18158	3817344	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583962	GCA_050975465.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	321	19025	3818736	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583963	GCA_050975445.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	325	19479	3818674	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583964	GCA_050975425.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	332	18635	3819149	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583965	GCA_050975405.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	325	19002	3818579	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583966	GCA_050975385.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	336	17478	3817289	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583967	GCA_050975365.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	360	17119	3816706	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583968	GCA_050975345.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	339	18997	3817968	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583969	GCA_050975325.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	329	19479	3818021	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583970	GCA_050975305.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	330	18996	3818281	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583971	GCA_050975285.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	326	19479	3819029	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583972	GCA_050975265.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	321	19020	3819672	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583973	GCA_050975245.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	337	18163	3818022	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583974	GCA_050975225.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	333	19000	3817498	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583975	GCA_050975205.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	324	19025	3818834	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583976	GCA_050975185.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	325	19000	3817377	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583977	GCA_050975165.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	277	22297	3825001	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583978	GCA_050975145.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	318	19742	3819320	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583979	GCA_050975105.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	316	19453	3818763	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583980	GCA_050975125.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	310	19800	3818889	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583981	GCA_050975085.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	318	19803	3819990	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583982	GCA_050975065.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	313	19797	3819344	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583983	GCA_050975045.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	309	19801	3819484	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583984	GCA_050975025.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	319	18996	3818782	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583985	GCA_050975005.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	313	19954	3819042	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583986	GCA_050974985.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	311	19803	3818850	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583987	GCA_050974965.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	278	22296	3831062	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583988	GCA_050974945.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22297	3830542	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583989	GCA_050974925.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22297	3829945	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583990	GCA_050974905.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	277	22297	3829742	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583991	GCA_050974845.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	283	22297	3830459	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583992	GCA_050974865.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	278	22297	3828960	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583993	GCA_050974885.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	281	21088	3832561	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583994	GCA_050974825.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	279	22297	3830500	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583995	GCA_050974805.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	279	22297	3832933	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583996	GCA_050974785.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22297	3830872	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583997	GCA_050974755.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22296	3829469	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583998	GCA_050974735.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	285	22297	3831325	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44583999	GCA_050974705.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	274	22297	3821608	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
