genome_fasta_path	marker	status	pident	qcov_pct	length	qlen	qstart	qend	sstart	send	bitscore	allele_len	allele_hash	error
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986915.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1821639	1832411	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986915.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2241882	2240626	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986915.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219510	216715	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986915.1.fasta	tcfA	ok	99.95	100.00	1944	1944	1	1944	1241083	1243025	3498.00	1943	3b6df56638301317373f8cd41a33a8ef	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986915.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2408652	2405905	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2881672	2878686	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579790	576758	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	fhaB	ok	99.99	100.00	10773	10773	1	10773	1822691	1833462	19420.00	10772	214cd959b341052962086ff6d9460835	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2242931	2241675	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219511	216716	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1242134	1244077	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986975.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2410751	2408004	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2882714	2879728	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579788	576756	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1824784	1835556	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2245022	2243766	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218460	215665	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1243178	1245121	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986995.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2410744	2407997	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1179128	1182114	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3482022	3485054	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1768814	1779586	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2189020	2187764	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218460	215665	5038.00	2796	41feedb0dd3721d9c08ba1065d96d987	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2819681	2817738	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987015.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2356840	2354093	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2878511	2875525	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	577690	574658	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1735577	1746349	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2155818	2154562	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218460	215665	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2786468	2784525	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987035.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2323638	2320891	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2874313	2871327	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	578740	575708	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2285678	2274906	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1866486	1867742	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218461	215666	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1238983	1240926	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987055.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1699715	1702462	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1179131	1182117	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3477869	3480901	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2233922	2223150	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1815773	1817029	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218462	215667	5038.00	2796	41feedb0dd3721d9c08ba1065d96d987	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2815528	2813585	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987115.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1650051	1652798	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	1179115	1182101	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	3474699	3477731	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2233900	2223128	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1814708	1815964	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218458	215663	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2813408	2811465	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987075.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1648986	1651733	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2879573	2876587	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579789	576757	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1821639	1832411	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2241881	2240625	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219510	216715	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1241082	1243025	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987095.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2408652	2405905	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2963456	2960470	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	664769	661737	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2374872	2364100	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1955670	1956926	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218461	215666	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1328157	1330100	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987135.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1788899	1791646	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2963458	2960472	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	664770	661738	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2374875	2364103	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1955673	1956929	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218462	215667	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1328159	1330102	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987155.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1788902	1791649	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2962422	2959436	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	664782	661750	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2373838	2363066	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1955685	1956941	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	sphB1	ok	100.00	100.00	2796	2796	1	2796	218474	215679	5043.00	2796	47002c2b08414e16d022934013aa7182	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1328164	1330107	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987175.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1788914	1791661	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2880620	2877634	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	578740	575708	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	2290934	2280162	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	1869644	1870900	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218461	215666	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1241082	1243025	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987195.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1703922	1706669	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2877472	2874486	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579789	576757	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1820588	1831360	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2149467	2150723	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219510	216715	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1241080	1243023	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987235.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	1983745	1986492	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	bapC	ok	99.97	100.00	2987	2987	1	2987	2879411	2876426	5379.00	2986	c660b0c4770a7b3831666d706709f5d0	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579791	576759	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1821480	1832252	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2241721	2240465	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219512	216717	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	1240923	1242866	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987215.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2409541	2406794	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2879562	2876576	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	578740	575708	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1736628	1747400	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2156869	2155613	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	218461	215666	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	tcfA	ok	100.00	100.00	1944	1944	1	1944	2787519	2785576	3507.00	1944	b1b993ebb886152c48b7223b5baf76d3	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987275.1.fasta	vag8	ok	100.00	100.00	2748	2748	1	2748	2324689	2321942	4956.00	2748	80797efcc4cedb4edc35a4be5005ccda	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987255.1.fasta	bapC	ok	100.00	100.00	2987	2987	1	2987	2879575	2876589	5387.00	2987	f82a4e3b3615dde67ca1ea91b590a21f	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987255.1.fasta	brkA	ok	100.00	100.00	3033	3033	1	3033	579790	576758	5470.00	3033	7f911efceef14a75e84a005631d3f241	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987255.1.fasta	fhaB	ok	100.00	100.00	10773	10773	1	10773	1821640	1832412	19428.00	10773	da0478e047a411c37783a749fed0c19b	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987255.1.fasta	phg	ok	100.00	100.00	1257	1257	1	1257	2241882	2240626	2268.00	1257	3bb3ca91169fe2ef4a978c896b99f0d9	
/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001987255.1.fasta	sphB1	ok	99.96	100.00	2796	2796	1	2796	219511	216716	5038.00	2796	c30d84eb01565c442cbea06994c3df30	
